student_id,name,department,year,semester,is_disabled
BIT10001,Student_10001,CSE,1,1,0
BIT10002,Student_10002,CSE,1,1,0
BIT10003,Student_10003,CSE,1,1,0
BIT10004,Student_10004,CSE,1,1,0
BIT10005,Student_10005,CSE,1,1,0
BIT10006,Student_10006,CSE,1,1,0
BIT10007,Student_10007,CSE,1,1,0
BIT10008,Student_10008,CSE,1,1,0
BIT10009,Student_10009,CSE,1,1,0
BIT10010,Student_10010,CSE,1,1,0
BIT10011,Student_10011,CSE,1,1,0
BIT10012,Student_10012,CSE,1,1,0
BIT10013,Student_10013,CSE,1,1,0
BIT10014,Student_10014,CSE,1,1,0
BIT10015,Student_10015,CSE,1,1,0
BIT10016,Student_10016,CSE,1,1,0
BIT10017,Student_10017,CSE,1,1,0
BIT10018,Student_10018,CSE,1,1,0
BIT10019,Student_10019,CSE,1,1,0
BIT10020,Student_10020,CSE,1,1,0
BIT10021,Student_10021,CSE,1,1,0
BIT10022,Student_10022,CSE,1,1,0
BIT10023,Student_10023,CSE,1,1,0
BIT10024,Student_10024,CSE,1,1,0
BIT10025,Student_10025,CSE,1,1,0
BIT10026,Student_10026,CSE,1,1,0
BIT10027,Student_10027,CSE,1,1,0
BIT10028,Student_10028,CSE,1,1,0
BIT10029,Student_10029,CSE,1,1,0
BIT10030,Student_10030,CSE,1,1,0
BIT10031,Student_10031,CSE,1,1,0
BIT10032,Student_10032,CSE,1,1,0
BIT10033,Student_10033,CSE,1,1,0
BIT10034,Student_10034,CSE,1,1,0
BIT10035,Student_10035,CSE,1,1,0
BIT10036,Student_10036,CSE,1,1,0
BIT10037,Student_10037,CSE,1,1,0
BIT10038,Student_10038,CSE,1,1,0
BIT10039,Student_10039,CSE,1,1,0
BIT10040,Student_10040,CSE,1,1,0
BIT10041,Student_10041,CSE,1,1,0
BIT10042,Student_10042,CSE,1,1,0
BIT10043,Student_10043,CSE,1,1,0
BIT10044,Student_10044,CSE,1,1,0
BIT10045,Student_10045,CSE,1,1,0
BIT10046,Student_10046,CSE,1,1,0
BIT10047,Student_10047,CSE,1,1,0
BIT10048,Student_10048,CSE,1,1,0
BIT10049,Student_10049,CSE,1,1,0
BIT10050,Student_10050,CSE,1,1,0
BIT10051,Student_10051,CSE,1,1,0
BIT10052,Student_10052,CSE,1,1,0
BIT10053,Student_10053,CSE,1,1,0
BIT10054,Student_10054,CSE,1,1,0
BIT10055,Student_10055,CSE,1,1,0
BIT10056,Student_10056,CSE,1,1,0
BIT10057,Student_10057,CSE,1,2,0
BIT10058,Student_10058,CSE,1,2,0
BIT10059,Student_10059,CSE,1,2,0
BIT10060,Student_10060,CSE,1,2,0
BIT10061,Student_10061,CSE,1,2,0
BIT10062,Student_10062,CSE,1,2,0
BIT10063,Student_10063,CSE,1,2,0
BIT10064,Student_10064,CSE,1,2,0
BIT10065,Student_10065,CSE,1,2,0
BIT10066,Student_10066,CSE,1,2,0
BIT10067,Student_10067,CSE,1,2,0
BIT10068,Student_10068,CSE,1,2,0
BIT10069,Student_10069,CSE,1,2,0
BIT10070,Student_10070,CSE,1,2,0
BIT10071,Student_10071,CSE,1,2,0
BIT10072,Student_10072,CSE,1,2,0
BIT10073,Student_10073,CSE,1,2,0
BIT10074,Student_10074,CSE,1,2,0
BIT10075,Student_10075,CSE,1,2,0
BIT10076,Student_10076,CSE,1,2,0
BIT10077,Student_10077,CSE,1,2,0
BIT10078,Student_10078,CSE,1,2,0
BIT10079,Student_10079,CSE,1,2,0
BIT10080,Student_10080,CSE,1,2,0
BIT10081,Student_10081,CSE,1,2,0
BIT10082,Student_10082,CSE,1,2,0
BIT10083,Student_10083,CSE,1,2,0
BIT10084,Student_10084,CSE,1,2,0
BIT10085,Student_10085,CSE,1,2,0
BIT10086,Student_10086,CSE,1,2,1
BIT10087,Student_10087,CSE,1,2,0
BIT10088,Student_10088,CSE,1,2,0
BIT10089,Student_10089,CSE,1,2,0
BIT10090,Student_10090,CSE,1,2,0
BIT10091,Student_10091,CSE,1,2,0
BIT10092,Student_10092,CSE,1,2,0
BIT10093,Student_10093,CSE,1,2,0
BIT10094,Student_10094,CSE,1,2,0
BIT10095,Student_10095,CSE,1,2,0
BIT10096,Student_10096,CSE,1,2,0
BIT10097,Student_10097,CSE,1,2,0
BIT10098,Student_10098,CSE,1,2,0
BIT10099,Student_10099,CSE,1,2,0
BIT10100,Student_10100,CSE,1,2,0
BIT10101,Student_10101,CSE,1,2,0
BIT10102,Student_10102,CSE,1,2,0
BIT10103,Student_10103,CSE,1,2,0
BIT10104,Student_10104,CSE,1,2,0
BIT10105,Student_10105,CSE,1,2,0
BIT10106,Student_10106,CSE,1,2,0
BIT10107,Student_10107,CSE,2,3,0
BIT10108,Student_10108,CSE,2,3,0
BIT10109,Student_10109,CSE,2,3,0
BIT10110,Student_10110,CSE,2,3,0
BIT10111,Student_10111,CSE,2,3,0
BIT10112,Student_10112,CSE,2,3,0
BIT10113,Student_10113,CSE,2,3,0
BIT10114,Student_10114,CSE,2,3,0
BIT10115,Student_10115,CSE,2,3,0
BIT10116,Student_10116,CSE,2,3,0
BIT10117,Student_10117,CSE,2,3,0
BIT10118,Student_10118,CSE,2,3,0
BIT10119,Student_10119,CSE,2,3,0
BIT10120,Student_10120,CSE,2,3,0
BIT10121,Student_10121,CSE,2,3,0
BIT10122,Student_10122,CSE,2,3,0
BIT10123,Student_10123,CSE,2,3,0
BIT10124,Student_10124,CSE,2,3,0
BIT10125,Student_10125,CSE,2,3,0
BIT10126,Student_10126,CSE,2,3,0
BIT10127,Student_10127,CSE,2,3,0
BIT10128,Student_10128,CSE,2,3,0
BIT10129,Student_10129,CSE,2,3,0
BIT10130,Student_10130,CSE,2,3,0
BIT10131,Student_10131,CSE,2,3,0
BIT10132,Student_10132,CSE,2,3,0
BIT10133,Student_10133,CSE,2,3,0
BIT10134,Student_10134,CSE,2,3,0
BIT10135,Student_10135,CSE,2,3,0
BIT10136,Student_10136,CSE,2,3,0
BIT10137,Student_10137,CSE,2,3,0
BIT10138,Student_10138,CSE,2,3,0
BIT10139,Student_10139,CSE,2,3,0
BIT10140,Student_10140,CSE,2,3,0
BIT10141,Student_10141,CSE,2,3,0
BIT10142,Student_10142,CSE,2,3,0
BIT10143,Student_10143,CSE,2,3,0
BIT10144,Student_10144,CSE,2,3,0
BIT10145,Student_10145,CSE,2,3,1
BIT10146,Student_10146,CSE,2,3,0
BIT10147,Student_10147,CSE,2,3,0
BIT10148,Student_10148,CSE,2,3,0
BIT10149,Student_10149,CSE,2,3,0
BIT10150,Student_10150,CSE,2,3,0
BIT10151,Student_10151,CSE,2,3,0
BIT10152,Student_10152,CSE,2,3,0
BIT10153,Student_10153,CSE,2,3,0
BIT10154,Student_10154,CSE,2,3,0
BIT10155,Student_10155,CSE,2,3,0
BIT10156,Student_10156,CSE,2,3,0
BIT10157,Student_10157,CSE,2,3,0
BIT10158,Student_10158,CSE,2,3,0
BIT10159,Student_10159,CSE,2,3,0
BIT10160,Student_10160,CSE,2,3,0
BIT10161,Student_10161,CSE,2,3,0
BIT10162,Student_10162,CSE,2,3,0
BIT10163,Student_10163,CSE,2,3,0
BIT10164,Student_10164,CSE,2,3,0
BIT10165,Student_10165,CSE,2,3,0
BIT10166,Student_10166,CSE,2,3,0
BIT10167,Student_10167,CSE,2,3,0
BIT10168,Student_10168,CSE,2,4,0
BIT10169,Student_10169,CSE,2,4,0
BIT10170,Student_10170,CSE,2,4,0
BIT10171,Student_10171,CSE,2,4,0
BIT10172,Student_10172,CSE,2,4,0
BIT10173,Student_10173,CSE,2,4,0
BIT10174,Student_10174,CSE,2,4,0
BIT10175,Student_10175,CSE,2,4,0
BIT10176,Student_10176,CSE,2,4,0
BIT10177,Student_10177,CSE,2,4,0
BIT10178,Student_10178,CSE,2,4,0
BIT10179,Student_10179,CSE,2,4,0
BIT10180,Student_10180,CSE,2,4,0
BIT10181,Student_10181,CSE,2,4,0
BIT10182,Student_10182,CSE,2,4,0
BIT10183,Student_10183,CSE,2,4,0
BIT10184,Student_10184,CSE,2,4,0
BIT10185,Student_10185,CSE,2,4,0
BIT10186,Student_10186,CSE,2,4,0
BIT10187,Student_10187,CSE,2,4,0
BIT10188,Student_10188,CSE,2,4,0
BIT10189,Student_10189,CSE,2,4,0
BIT10190,Student_10190,CSE,2,4,0
BIT10191,Student_10191,CSE,2,4,0
BIT10192,Student_10192,CSE,2,4,0
BIT10193,Student_10193,CSE,2,4,0
BIT10194,Student_10194,CSE,2,4,0
BIT10195,Student_10195,CSE,2,4,0
BIT10196,Student_10196,CSE,2,4,0
BIT10197,Student_10197,CSE,2,4,0
BIT10198,Student_10198,CSE,2,4,0
BIT10199,Student_10199,CSE,2,4,0
BIT10200,Student_10200,CSE,2,4,0
BIT10201,Student_10201,CSE,2,4,0
BIT10202,Student_10202,CSE,2,4,0
BIT10203,Student_10203,CSE,2,4,0
BIT10204,Student_10204,CSE,2,4,0
BIT10205,Student_10205,CSE,2,4,0
BIT10206,Student_10206,CSE,2,4,0
BIT10207,Student_10207,CSE,2,4,0
BIT10208,Student_10208,CSE,2,4,0
BIT10209,Student_10209,CSE,2,4,0
BIT10210,Student_10210,CSE,2,4,1
BIT10211,Student_10211,CSE,2,4,0
BIT10212,Student_10212,CSE,2,4,0
BIT10213,Student_10213,CSE,2,4,0
BIT10214,Student_10214,CSE,2,4,0
BIT10215,Student_10215,CSE,2,4,0
BIT10216,Student_10216,CSE,2,4,0
BIT10217,Student_10217,CSE,3,5,0
BIT10218,Student_10218,CSE,3,5,0
BIT10219,Student_10219,CSE,3,5,0
BIT10220,Student_10220,CSE,3,5,0
BIT10221,Student_10221,CSE,3,5,0
BIT10222,Student_10222,CSE,3,5,0
BIT10223,Student_10223,CSE,3,5,0
BIT10224,Student_10224,CSE,3,5,0
BIT10225,Student_10225,CSE,3,5,0
BIT10226,Student_10226,CSE,3,5,0
BIT10227,Student_10227,CSE,3,5,0
BIT10228,Student_10228,CSE,3,5,0
BIT10229,Student_10229,CSE,3,5,0
BIT10230,Student_10230,CSE,3,5,0
BIT10231,Student_10231,CSE,3,5,0
BIT10232,Student_10232,CSE,3,5,0
BIT10233,Student_10233,CSE,3,5,0
BIT10234,Student_10234,CSE,3,5,0
BIT10235,Student_10235,CSE,3,5,0
BIT10236,Student_10236,CSE,3,5,0
BIT10237,Student_10237,CSE,3,5,0
BIT10238,Student_10238,CSE,3,5,0
BIT10239,Student_10239,CSE,3,5,0
BIT10240,Student_10240,CSE,3,5,0
BIT10241,Student_10241,CSE,3,5,0
BIT10242,Student_10242,CSE,3,5,0
BIT10243,Student_10243,CSE,3,5,0
BIT10244,Student_10244,CSE,3,5,0
BIT10245,Student_10245,CSE,3,5,0
BIT10246,Student_10246,CSE,3,5,0
BIT10247,Student_10247,CSE,3,5,0
BIT10248,Student_10248,CSE,3,5,0
BIT10249,Student_10249,CSE,3,5,0
BIT10250,Student_10250,CSE,3,5,0
BIT10251,Student_10251,CSE,3,5,0
BIT10252,Student_10252,CSE,3,5,0
BIT10253,Student_10253,CSE,3,5,0
BIT10254,Student_10254,CSE,3,5,0
BIT10255,Student_10255,CSE,3,5,0
BIT10256,Student_10256,CSE,3,5,0
BIT10257,Student_10257,CSE,3,5,0
BIT10258,Student_10258,CSE,3,5,0
BIT10259,Student_10259,CSE,3,5,0
BIT10260,Student_10260,CSE,3,5,0
BIT10261,Student_10261,CSE,3,5,1
BIT10262,Student_10262,CSE,3,5,0
BIT10263,Student_10263,CSE,3,5,0
BIT10264,Student_10264,CSE,3,5,0
BIT10265,Student_10265,CSE,3,5,0
BIT10266,Student_10266,CSE,3,5,0
BIT10267,Student_10267,CSE,3,5,0
BIT10268,Student_10268,CSE,3,5,0
BIT10269,Student_10269,CSE,3,5,0
BIT10270,Student_10270,CSE,3,5,0
BIT10271,Student_10271,CSE,3,5,0
BIT10272,Student_10272,CSE,3,5,0
BIT10273,Student_10273,CSE,3,5,0
BIT10274,Student_10274,CSE,3,5,0
BIT10275,Student_10275,CSE,3,5,0
BIT10276,Student_10276,CSE,3,6,0
BIT10277,Student_10277,CSE,3,6,0
BIT10278,Student_10278,CSE,3,6,0
BIT10279,Student_10279,CSE,3,6,0
BIT10280,Student_10280,CSE,3,6,0
BIT10281,Student_10281,CSE,3,6,0
BIT10282,Student_10282,CSE,3,6,0
BIT10283,Student_10283,CSE,3,6,0
BIT10284,Student_10284,CSE,3,6,0
BIT10285,Student_10285,CSE,3,6,0
BIT10286,Student_10286,CSE,3,6,0
BIT10287,Student_10287,CSE,3,6,0
BIT10288,Student_10288,CSE,3,6,0
BIT10289,Student_10289,CSE,3,6,0
BIT10290,Student_10290,CSE,3,6,0
BIT10291,Student_10291,CSE,3,6,0
BIT10292,Student_10292,CSE,3,6,0
BIT10293,Student_10293,CSE,3,6,0
BIT10294,Student_10294,CSE,3,6,0
BIT10295,Student_10295,CSE,3,6,0
BIT10296,Student_10296,CSE,3,6,0
BIT10297,Student_10297,CSE,3,6,0
BIT10298,Student_10298,CSE,3,6,0
BIT10299,Student_10299,CSE,3,6,0
BIT10300,Student_10300,CSE,3,6,0
BIT10301,Student_10301,CSE,3,6,0
BIT10302,Student_10302,CSE,3,6,0
BIT10303,Student_10303,CSE,3,6,0
BIT10304,Student_10304,CSE,3,6,0
BIT10305,Student_10305,CSE,3,6,0
BIT10306,Student_10306,CSE,3,6,0
BIT10307,Student_10307,CSE,3,6,0
BIT10308,Student_10308,CSE,3,6,0
BIT10309,Student_10309,CSE,3,6,0
BIT10310,Student_10310,CSE,3,6,0
BIT10311,Student_10311,CSE,3,6,0
BIT10312,Student_10312,CSE,3,6,0
BIT10313,Student_10313,CSE,3,6,0
BIT10314,Student_10314,CSE,3,6,0
BIT10315,Student_10315,CSE,3,6,0
BIT10316,Student_10316,CSE,3,6,0
BIT10317,Student_10317,CSE,3,6,0
BIT10318,Student_10318,CSE,3,6,0
BIT10319,Student_10319,CSE,3,6,0
BIT10320,Student_10320,CSE,3,6,0
BIT10321,Student_10321,CSE,3,6,0
BIT10322,Student_10322,CSE,3,6,0
BIT10323,Student_10323,CSE,3,6,0
BIT10324,Student_10324,CSE,3,6,0
BIT10325,Student_10325,CSE,3,6,0
BIT10326,Student_10326,CSE,3,6,0
BIT10327,Student_10327,CSE,3,6,0
BIT10328,Student_10328,CSE,3,6,0
BIT10329,Student_10329,CSE,3,6,0
BIT10330,Student_10330,CSE,3,6,0
BIT10331,Student_10331,CSE,3,6,0
BIT10332,Student_10332,CSE,3,6,0
BIT10333,Student_10333,CSE,3,6,0
BIT10334,Student_10334,CSE,3,6,0
BIT10335,Student_10335,CSE,3,6,0
BIT10336,Student_10336,CSE,3,6,0
BIT10337,Student_10337,CSE,3,6,0
BIT10338,Student_10338,CSE,3,6,0
BIT10339,Student_10339,CSE,3,6,0
BIT10340,Student_10340,CSE,3,6,0
BIT10341,Student_10341,CSE,3,6,0
BIT10342,Student_10342,CSE,3,6,0
BIT10343,Student_10343,CSE,3,6,0
BIT10344,Student_10344,CSE,3,6,0
BIT10345,Student_10345,CSE,3,6,0
BIT10346,Student_10346,CSE,3,6,0
BIT10347,Student_10347,CSE,3,6,0
BIT10348,Student_10348,CSE,4,7,0
BIT10349,Student_10349,CSE,4,7,0
BIT10350,Student_10350,CSE,4,7,0
BIT10351,Student_10351,CSE,4,7,0
BIT10352,Student_10352,CSE,4,7,0
BIT10353,Student_10353,CSE,4,7,0
BIT10354,Student_10354,CSE,4,7,0
BIT10355,Student_10355,CSE,4,7,0
BIT10356,Student_10356,CSE,4,7,0
BIT10357,Student_10357,CSE,4,7,0
BIT10358,Student_10358,CSE,4,7,0
BIT10359,Student_10359,CSE,4,7,0
BIT10360,Student_10360,CSE,4,7,0
BIT10361,Student_10361,CSE,4,7,0
BIT10362,Student_10362,CSE,4,7,0
BIT10363,Student_10363,CSE,4,7,0
BIT10364,Student_10364,CSE,4,7,0
BIT10365,Student_10365,CSE,4,7,0
BIT10366,Student_10366,CSE,4,7,0
BIT10367,Student_10367,CSE,4,7,0
BIT10368,Student_10368,CSE,4,7,0
BIT10369,Student_10369,CSE,4,7,0
BIT10370,Student_10370,CSE,4,7,0
BIT10371,Student_10371,CSE,4,7,0
BIT10372,Student_10372,CSE,4,7,0
BIT10373,Student_10373,CSE,4,7,0
BIT10374,Student_10374,CSE,4,7,0
BIT10375,Student_10375,CSE,4,7,0
BIT10376,Student_10376,CSE,4,7,0
BIT10377,Student_10377,CSE,4,7,0
BIT10378,Student_10378,CSE,4,7,0
BIT10379,Student_10379,CSE,4,7,0
BIT10380,Student_10380,CSE,4,7,0
BIT10381,Student_10381,CSE,4,7,0
BIT10382,Student_10382,CSE,4,7,0
BIT10383,Student_10383,CSE,4,7,0
BIT10384,Student_10384,CSE,4,7,0
BIT10385,Student_10385,CSE,4,7,0
BIT10386,Student_10386,CSE,4,7,0
BIT10387,Student_10387,CSE,4,7,0
BIT10388,Student_10388,CSE,4,7,1
BIT10389,Student_10389,CSE,4,7,0
BIT10390,Student_10390,CSE,4,7,0
BIT10391,Student_10391,CSE,4,7,0
BIT10392,Student_10392,CSE,4,7,0
BIT10393,Student_10393,CSE,4,7,0
BIT10394,Student_10394,CSE,4,7,0
BIT10395,Student_10395,CSE,4,7,0
BIT10396,Student_10396,CSE,4,7,0
BIT10397,Student_10397,CSE,4,7,0
BIT10398,Student_10398,CSE,4,7,0
BIT10399,Student_10399,CSE,4,7,0
BIT10400,Student_10400,CSE,4,7,0
BIT10401,Student_10401,CSE,4,7,0
BIT10402,Student_10402,CSE,4,7,0
BIT10403,Student_10403,CSE,4,7,0
BIT10404,Student_10404,CSE,4,7,0
BIT10405,Student_10405,CSE,4,8,0
BIT10406,Student_10406,CSE,4,8,0
BIT10407,Student_10407,CSE,4,8,0
BIT10408,Student_10408,CSE,4,8,0
BIT10409,Student_10409,CSE,4,8,0
BIT10410,Student_10410,CSE,4,8,0
BIT10411,Student_10411,CSE,4,8,0
BIT10412,Student_10412,CSE,4,8,0
BIT10413,Student_10413,CSE,4,8,0
BIT10414,Student_10414,CSE,4,8,0
BIT10415,Student_10415,CSE,4,8,0
BIT10416,Student_10416,CSE,4,8,0
BIT10417,Student_10417,CSE,4,8,0
BIT10418,Student_10418,CSE,4,8,0
BIT10419,Student_10419,CSE,4,8,0
BIT10420,Student_10420,CSE,4,8,0
BIT10421,Student_10421,CSE,4,8,0
BIT10422,Student_10422,CSE,4,8,0
BIT10423,Student_10423,CSE,4,8,1
BIT10424,Student_10424,CSE,4,8,0
BIT10425,Student_10425,CSE,4,8,0
BIT10426,Student_10426,CSE,4,8,0
BIT10427,Student_10427,CSE,4,8,0
BIT10428,Student_10428,CSE,4,8,0
BIT10429,Student_10429,CSE,4,8,0
BIT10430,Student_10430,CSE,4,8,0
BIT10431,Student_10431,CSE,4,8,0
BIT10432,Student_10432,CSE,4,8,0
BIT10433,Student_10433,CSE,4,8,0
BIT10434,Student_10434,CSE,4,8,0
BIT10435,Student_10435,CSE,4,8,0
BIT10436,Student_10436,CSE,4,8,0
BIT10437,Student_10437,CSE,4,8,0
BIT10438,Student_10438,CSE,4,8,0
BIT10439,Student_10439,CSE,4,8,0
BIT10440,Student_10440,CSE,4,8,0
BIT10441,Student_10441,CSE,4,8,0
BIT10442,Student_10442,CSE,4,8,0
BIT10443,Student_10443,CSE,4,8,0
BIT10444,Student_10444,CSE,4,8,0
BIT10445,Student_10445,CSE,4,8,0
BIT10446,Student_10446,CSE,4,8,0
BIT10447,Student_10447,CSE,4,8,0
BIT10448,Student_10448,CSE,4,8,0
BIT10449,Student_10449,CSE,4,8,0
BIT10450,Student_10450,CSE,4,8,0
BIT10451,Student_10451,CSE,4,8,0
BIT10452,Student_10452,CSE,4,8,0
BIT10453,Student_10453,CSE,4,8,0
BIT10454,Student_10454,CSE,4,8,0
BIT10455,Student_10455,CSE,4,8,0
BIT10456,Student_10456,CSE,4,8,0
BIT10457,Student_10457,CSE,4,8,0
BIT10458,Student_10458,CSE,4,8,0
